Louisiana Waterthrush,0,0,0,0,0,0,0,0,0,0,0,0,55,45,75,260,59,44,0,0,0,0,0,0,0,1,3,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Waterthrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,275,476,388,310,127,6,0,1,0,0,0,0,4,18,24,87,90,47,27,39,73,58,30,12,1,0,0,0,0,0,0,0,0
Blue-winged Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,161,22,11,2,0,0,0,0,0,0,0,0,3,2,41,22,8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewster's Warbler (hybrid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-and-white Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,12,91,522,889,798,530,132,8,0,0,0,0,0,0,0,16,21,132,104,171,351,304,289,191,108,45,6,4,1,4,1,4,0,1,0
Prothonotary Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69,0,5,0,0,0,0,0,0,0,0,13,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Warbler,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,77,9,1,0,0,0,0,0,0,0,0,0,9,11,12,32,16,30,25,4,5,1,0,0,0,0,0,0,0,0
Orange-crowned Warbler,0,3,3,3,1,0,0,0,0,0,4,4,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,3,2,19,9,9,6,5,8
Nashville Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,268,198,68,9,0,0,0,0,0,0,0,0,0,0,0,2,5,34,19,26,25,12,20,12,9,0,0,0,1,0,0,0
Connecticut Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,30,2,1,0,0,0,0,0,0,0,0,0,0
Mourning Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,38,0,0,0,0,0,0,0,0,0,0,0
Kentucky Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,162,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Yellowthroat,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,301,780,786,611,236,35,7,5,5,1,0,2,5,4,4,16,92,130,307,297,387,361,193,90,116,70,9,9,14,8,4,7,4
Hooded Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,123,40,52,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,14,20,0,0,0,0,0,0,0,0,0,0,0,0
American Redstart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95,484,675,670,434,55,2,0,1,0,0,0,5,23,22,154,183,238,410,318,320,181,77,8,4,1,1,0,0,0,10,0,0
Cape May Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,203,306,106,0,0,0,0,0,0,0,0,0,0,0,1,3,6,47,29,17,22,22,2,1,0,0,0,0,0,0,0,0
Cerulean Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Parula,0,0,0,0,0,0,0,0,0,0,0,5,66,17,2,247,703,679,487,112,12,2,3,0,0,0,0,0,1,0,9,29,83,249,258,261,168,77,21,4,1,0,0,1,0,0,0,0
Magnolia Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,543,669,569,148,8,0,0,0,0,0,0,0,0,0,13,17,94,256,213,271,204,50,8,0,0,0,0,0,0,0,0,0
Bay-breasted Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,391,43,0,0,0,0,0,0,0,0,0,0,2,2,2,82,31,29,10,4,0,0,0,0,0,0,0,0,0,0
Blackburnian Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,97,162,224,24,2,0,0,0,0,0,0,0,1,0,0,2,6,27,13,7,4,0,0,0,0,0,0,0,0,0,0,0
Yellow Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,421,295,331,108,20,20,12,9,4,1,3,23,28,26,26,30,22,42,37,57,12,3,1,0,0,0,0,0,0,0,0,0
Chestnut-sided Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,256,370,365,39,4,0,0,0,0,0,0,0,1,1,57,39,56,155,98,45,27,2,0,0,0,0,0,0,0,0,0,0
Blackpoll Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,89,517,333,25,0,0,0,0,0,0,0,0,0,0,0,1,73,57,194,185,64,42,11,1,1,0,0,0,0,0,0
Black-throated Blue Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,672,580,424,66,2,0,0,0,0,0,0,0,0,0,19,47,33,139,81,169,197,139,67,15,1,1,5,7,0,0,0,1
Palm Warbler,0,0,0,0,0,0,0,0,0,0,0,10,90,144,228,349,136,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,83,144,172,134,148,124,41,7,1,1,1,0,0,0
Pine Warbler,0,0,0,0,0,0,0,0,0,1,2,61,24,105,101,49,29,6,7,1,0,0,0,0,0,0,0,0,0,0,3,2,1,42,47,85,59,37,28,16,2,10,7,3,1,1,0,0
Yellow-rumped Warbler,0,1,0,0,2,0,0,0,1,0,0,2,12,75,79,548,759,465,276,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,120,174,183,203,212,93,38,22,25,11,20,5,16
Yellow-throated Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,145,248,212,8,0,1,0,0,0,0,0,0,0,1,0,0,2,7,30,27,10,0,2,1,0,0,0,4,0,2,0,0,0
Black-throated Green Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,383,312,246,36,2,0,0,0,0,0,0,0,0,0,0,3,15,66,39,98,57,6,9,1,0,0,0,0,0,0,0,0
Setophaga sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Canada Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,146,343,121,5,2,0,0,0,0,0,0,0,10,72,35,68,82,25,9,0,0,0,0,0,0,0,0,0,0,0,0
Wilson's Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,65,190,91,26,0,0,0,0,0,0,0,0,0,0,5,2,3,34,5,31,2,1,1,0,0,0,0,0,0,0,0,0
warbler sp. (Parulidae sp.),0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,15,12,16,17,10,6,1,0,0,1,0,0,7,4,4,5,15,20,46,18,46,38,22,6,10,6,1,2,1,0,0,0,0
Summer Tanager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Tanager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,122,249,383,69,2,0,0,0,0,0,0,0,1,0,1,6,13,102,43,94,64,24,3,0,1,0,0,1,0,0,0,0
Western Tanager,26,6,9,4,5,10,4,2,4,7,10,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,17,17,14
tanager sp. (Piranga sp.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Cardinal,224,168,186,267,189,198,185,142,202,307,218,451,430,415,527,919,858,783,662,489,147,134,96,116,89,76,109,130,124,129,214,231,252,324,279,364,274,273,221,215,167,132,105,154,127,108,108,144
Rose-breasted Grosbeak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,324,219,144,32,1,0,0,0,0,0,0,0,1,0,1,14,21,118,69,104,24,17,1,0,0,0,0,0,0,0,0,0
Blue Grosbeak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,1,0,0,0,0,0,0,0,0,0,0
Indigo Bunting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,171,184,117,7,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,15,21,60,2,0,1,0,0,0,0,0,0,0
Dickcissel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,3,9,1,1,5,3,9,1,0,3,0
passerine sp.,1,0,3,1,0,1,0,2,0,0,1,2,1,1,6,5,6,2,11,3,0,1,0,1,1,1,1,1,1,0,1,1,2,17,6,4,3,0,8,7,16,12,14,15,11,6,0,2
bird sp.,2,0,3,1,1,4,0,1,1,2,2,2,5,4,7,4,4,4,6,3,0,2,1,1,0,0,2,1,1,2,3,2,4,3,1,3,3,1,3,6,10,8,4,5,4,2,1,0
